date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:17:27	45434/45434	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/index1.html	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/index1.html	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:27	69911/69911	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/7.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/7.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:27	52277/52277	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/4.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/4.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:28	40723/40723	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/service-2.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/service-2.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:28	241830/241830	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/main-slider/2.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/main-slider/2.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:28	66240/66240	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/service-3.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/service-3.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:29	52570/52570	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/service-4.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/service-4.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:29	54198/54198	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/8.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/8.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:29	35121/35121	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/gallery-2.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/gallery-2.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:29	33999/33999	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/9.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/9.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:30	41394/41394	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/10.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/10.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:30	39793/39793	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/11.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/11.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:31	16184/16184	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/t1.png	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/t1.png	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:31	78739/78739	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/16.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/16.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:31	17738/17738	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/t3.png	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/t3.png	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:31	16008/16008	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/t2.png	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/t2.png	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:32	37017/37017	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/news-1.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/news-1.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:33	41037/41037	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/news-2.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/news-2.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:33	57971/57971	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/news-3.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/news-3.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:33	293326/293326	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/background/1.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/background/1.jpg	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:37	85580/85580	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/jquery.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/jquery.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:37	115048/115048	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/bootstrap.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/bootstrap.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:38	40401/40401	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/owl.carousel.min.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/owl.carousel.min.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:39	6300/6300	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/wow.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/wow.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:39	36157/36157	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/validation.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/validation.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:39	23135/23135	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/jquery.fancybox.pack.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/jquery.fancybox.pack.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:40	0/0	---M--	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/SmoothScroll.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/SmoothScroll.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:40	82161/82161	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/html5lightbox/html5lightbox.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/html5lightbox/html5lightbox.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:40	30547/30547	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/gmaps.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/gmaps.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:41	4039/4039	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/map-helper.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/map-helper.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:41	37779/37779	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/isotope.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/isotope.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:42	4319/4319	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/footer-logo.png	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/footer-logo.png	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:43	10048/10048	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/script.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/script.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:44	2022/2022	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/css/flaticon.css	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/css/flaticon.css	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:44	5969/5969	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/css/owl.css	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/css/owl.css	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:46	37016/37016	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/css/font-awesome.css	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/css/font-awesome.css	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:46	539447/539447	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/js/jquery-ui.js	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/js/jquery-ui.js	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:47	5009/5009	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/css/jquery.fancybox.css	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/css/jquery.fancybox.css	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:47	80930/80930	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/css/animate.css	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/css/animate.css	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:47	37804/37804	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/css/jquery-ui.css	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/css/jquery-ui.css	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:48	1639/1639	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/shap.png	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/shap.png	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:50	343530/343530	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/background/pattern.png	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/background/pattern.png	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:50	1407/1407	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/1.png	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/1.png	(from https://html.commonsupport.xyz/2018/Panola/css/style.css)
10:17:50	15086/15086	---M-Z	200	added ('OK')	image/x-icon	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/favicon.ico	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/favicon.ico	(from https://html.commonsupport.xyz/2018/Panola/index.html)
10:17:51	3299/3299	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/logo2.png	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/logo2.png	(from https://html.commonsupport.xyz/2018/Panola/index1.html)
10:17:53	211453/211453	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/main-slider/5.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/main-slider/5.jpg	(from https://html.commonsupport.xyz/2018/Panola/index1.html)
10:17:54	178960/178960	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/main-slider/6.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/main-slider/6.jpg	(from https://html.commonsupport.xyz/2018/Panola/index1.html)
10:17:54	235496/235496	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/main-slider/7.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/main-slider/7.jpg	(from https://html.commonsupport.xyz/2018/Panola/index1.html)
10:17:55	105822/105822	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/13.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/13.jpg	(from https://html.commonsupport.xyz/2018/Panola/index1.html)
10:17:55	102420/102420	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/12.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/12.jpg	(from https://html.commonsupport.xyz/2018/Panola/index1.html)
10:17:56	87557/87557	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Feb%202020%2019:08:57%20GMT	https://html.commonsupport.xyz/2018/Panola/images/resource/service-5.jpg	C:/giao_dien_asm/giao_dien_asm/html.commonsupport.xyz/2018/Panola/images/resource/service-5.jpg	(from https://html.commonsupport.xyz/2018/Panola/index1.html)
